YEAR,WEEK_IN_YEAR,PRICE,EFFECTIVE_VOLUME,AVERAGE_WEIGHT,WEIGHTS_IMPACTING
2011,32,1.58,14407150,6.59047619,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,33,1.59,12410425,6.571428571,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,34,1.6,11674600,6.561904762,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,35,1.59,9403925,6.561904762,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,36,1.55,6852400,6.561904762,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,37,1.55,4583750,6.542857143,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,38,1.42,2174475,6.533333333,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,39,1.36,1537800,6.523809524,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,40,1.33,732700,6.514285714,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,41,1.15,472500,6.523809524,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,42,1.12,327600,6.514285714,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,43,1.05,351900,6.533333333,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,44,1.01,226800,6.514285714,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,45,1.03,86400,6.504761905,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 5, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,46,0.99,50400,6.514285714,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 8, 7, 10, 10, 8, 8, 8, 9]"
2011,47,1.08,58500,6.504761905,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 7, 10, 10, 8, 8, 8, 9]"
2011,48,1.13,39600,6.514285714,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 10, 10, 8, 8, 8, 9]"
2011,49,1.01,1800,6.495238095,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 10, 8, 8, 8, 9]"
2011,50,0.96,1500,6.485714286,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 8, 8, 8, 9]"
2011,51,1.06,1200,6.485714286,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 8, 8, 9]"
2011,52,1.07,900,6.514285714,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 8, 9, 8, 9, 9, 8, 9, 8, 8, 8, 9, 7, 8, 8, 8, 8, 8, 7, 6, 7, 6, 7, 5, 5, 5, 5, 4, 4, 3, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 3, 5, 4, 6, 6, 5, 8, 7, 10, 10, 8, 8, 8, 9, 8, 9]"
2012,1,0.89,33300,6.58490566,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10]"
2012,2,0.96,42300,6.552380952,"[10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10]"
2012,3,0.98,198600,6.542857143,"[9, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10]"
2012,4,0.96,419100,6.542857143,"[9, 9, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10]"
2012,5,1,1031550,6.561904762,"[9, 9, 10, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10]"
2012,6,0.8,1227975,6.561904762,"[9, 9, 10, 8, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10]"
2012,7,0.93,1701900,6.561904762,"[9, 9, 10, 8, 9, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10]"
2012,8,1.03,1130950,6.561904762,"[9, 9, 10, 8, 9, 8, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10]"
2012,9,1.03,1888200,6.561904762,"[9, 9, 10, 8, 9, 8, 9, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10]"
2012,10,0.98,2887050,6.542857143,"[9, 9, 10, 8, 9, 8, 9, 8, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10]"
2012,11,0.97,4295325,6.542857143,"[9, 9, 10, 8, 9, 8, 9, 8, 9, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10]"
2012,12,0.98,5846850,6.542857143,"[9, 9, 10, 8, 9, 8, 9, 8, 9, 8, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10]"
2012,13,1.01,6025975,6.552380952,"[9, 9, 10, 8, 9, 8, 9, 8, 9, 8, 8, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10]"
2012,14,1.01,6784950,6.552380952,"[9, 9, 10, 8, 9, 8, 9, 8, 9, 8, 8, 9, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10]"
2012,15,1.04,6618130,6.571428571,"[9, 9, 10, 8, 9, 8, 9, 8, 9, 8, 8, 9, 8, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10]"
2012,16,0.99,10182825,6.571428571,"[9, 9, 10, 8, 9, 8, 9, 8, 9, 8, 8, 9, 8, 8, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10]"
2012,17,1.02,7918525,6.580952381,"[9, 9, 10, 8, 9, 8, 9, 8, 9, 8, 8, 9, 8, 8, 8, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10]"
2012,18,1.12,14886525,6.580952381,"[9, 9, 10, 8, 9, 8, 9, 8, 9, 8, 8, 9, 8, 8, 8, 6, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10]"
2012,19,1,12207800,6.580952381,"[9, 9, 10, 8, 9, 8, 9, 8, 9, 8, 8, 9, 8, 8, 8, 6, 6, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10]"
2012,20,1.07,13109950,6.59047619,"[9, 9, 10, 8, 9, 8, 9, 8, 9, 8, 8, 9, 8, 8, 8, 6, 6, 6, 10, 10, 9, 8, 8, 9, 8, 9, 10, 9, 8, 7, 9, 6, 8, 7, 6, 6, 5, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10, 7, 7, 6, 7, 6, 5, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 4, 5, 6, 7, 8, 8, 9, 8, 11, 10, 10, 10]"
